Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:149fRJuyIS3nAHWHkG0sGF,"Velocity Of Love - Original","Velocity Of Love","D-Pulse",2015-03-02,347449,30,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Theomatic Records",0.651,0.817,9,-9.626,0,0.0403,0.122,0.879,0.364,0.544,91.017,4
spotify:track:3sZDKulNp6pjOm26kZva4a,"You","Hope","David Rausch",2020-05-01,439282,20,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"даунтемпо,organic house","WAYU Records",0.843,0.307,10,-12.885,1,0.159,0.516,0.524,0.103,0.397,106.016,4
spotify:track:0xZNx7RvXTLAlbSQHVvQL3,"Do It Again","Do It Again","Valida",2021-07-27,328695,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","HRMNX",0.631,0.52,5,-9.172,1,0.0277,0.0734,0.0162,0.698,0.438,92.012,4
spotify:track:5itml65MVXgxkts28DNsS1,"Hot Flavor - Godmode Smash Bros Remix","Hot Flavor","Hadiya George;godmode;Smash Brothers",2021-03-12,228788,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","The Remedy Project",0.827,0.751,0,-7.46,0,0.0475,0.293,0.049,0.149,0.91,101.593,4
spotify:track:0WhwH8se1uvdwktL3buvlg,"Devotion","Devotion","Audiojack;Jake The Rapper",2020-12-18,375865,20,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"тек-хаус,инди-дэнс","Gruuv",0.783,0.575,10,-12.927,0,0.0524,0.0252,0.69,0.0595,0.475,124.999,4
spotify:track:2vzLmS4GItfRJdI34VpMCr,"Paloma - Santi Remix","Paloma + Remixes","MiRET;Tuğçe Kurtiş;Santi & Tuğçe",2019-03-21,410437,20,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,даунтемпо","Kybele",0.854,0.577,2,-10.152,1,0.0906,0.0638,0.408,0.119,0.196,100.001,4
spotify:track:0lBhAMccYZlKAhdJfn7fku,"Cordelia","Inner Galactic Lovers (Kutiman Mixes Fiverr) Eli Nissan Remix / Cordelia","Eli Nissan",2021-12-17,467109,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,прогрессивный хаус,мелодичный хаус","Moments",0.811,0.924,7,-8.032,0,0.0481,0.00435,0.888,0.0408,0.746,119.995,4
spotify:track:1Uj7gF50zr1MZxRIavb0dq,"Sun of Lemuria","Greater Ep","Rigopolar",2017-08-28,395162,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"инди-дэнс","Nazca Records",0.977,0.268,5,-11.749,0,0.0525,0.132,0.92,0.179,0.511,113.005,4
spotify:track:5vYHf0DY2jhfl8MFiNuVXv,"Off My Mind","Off My Mind","Mallin",2021-04-02,181490,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"дип-хаус","Glasgow Underground",0.854,0.467,6,-9.649,1,0.0608,0.0128,0.517,0.109,0.695,121.998,4
spotify:track:7B7lvSRn9xsRXdK2X2TSC2,"Ocean Beach - Cybophonia Cinematic Remix","To The Sky (Remastered)","Black Mighty Orchestra;Cybophonia",2015-02-20,525453,36,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"эйсид-джаз,ню-джаз","Irma Records",0.718,0.607,10,-11.59,0,0.0349,0.296,0.83,0.121,0.667,100.013,4
spotify:track:5sS4svCxwZw2vPUJUdMw6z,"Sometimes","Love Will Set U Free","Monkey Safari;DJ Island",2021-08-06,354365,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"мелодичный хаус,organic house,афро-хаус,дип-хаус,мелодичное техно","Hommage",0.717,0.807,9,-8.038,0,0.0311,0.404,0.174,0.103,0.627,119.984,4
spotify:track:6P4jgsaImx1bOicLmg7JKs,"Greatest Day - Extended Version","Greatest Day","Double Touch;Reigan",2020-09-25,421843,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,мелодичный хаус","All Day I Dream",0.741,0.584,7,-10.735,1,0.0555,0.00471,0.857,0.0487,0.097,120.008,4
spotify:track:24S72skE5ltMEcTzkqRM7e,"Safir","Safir","Houssem Amari",2021-09-16,222365,26,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","MLDC",0.726,0.491,5,-10.228,0,0.254,0.937,0.567,0.144,0.448,97.003,4
spotify:track:4w9blFUjN23buVFK67sExd,"Las Mariposas","Las Mariposas","Aüra",2020-10-02,443621,26,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"афро-хаус,афротек,трайбал-хаус","Switch Records",0.754,0.771,0,-9.309,1,0.0409,0.13,0.157,0.0884,0.345,109.998,4
spotify:track:1Pm0jKURp5XAW3daacxdqg,"Little Changes","Little Changes","Ash;Jinadu",2022-02-11,284000,31,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ликвид-фанк","Ash",0.589,0.816,10,-8.216,1,0.0737,0.329,0.0991,0.0957,0.161,120.003,4
spotify:track:4yxedFdFGnHa0JQfhYaxsa,"Temps suspendu","Temps suspendu","Toro;Polocorp",2022-02-03,193584,16,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"французский инди-поп,гнауа","Un Plan Simple",0.624,0.635,0,-10.576,1,0.0381,0.0252,0.836,0.08,0.158,99.989,4
spotify:track:6bTFTlzWaqVzDniLxtw0aw,"Boogie for Brubeck","Boogie for Brubeck","Waldeck Sextet;Waldeck",2022-02-04,193813,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"электросвинг,ню-джаз,трип-хоп,даунтемпо,свинг","Dope Noir Records",0.786,0.854,0,-9.015,1,0.0413,0.377,0.737,0.11,0.365,118.028,4
spotify:track:0rEnwXBESkNeeSxYzHMEOF,"Don't Never","inex007 V/A K7 EP Vol. 1","Buzz Compass",2018-12-14,401636,34,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"джаз-хаус","Inhale Exhale",0.522,0.661,0,-5.272,1,0.0411,0.00464,0.743,0.076,0.725,110.029,4
spotify:track:4AialeEfimWiHV0oIVhIlM,"Oh Oh Yeah","Blackest Blue","Morcheeba",2021-05-14,413205,29,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"трип-хоп,даунтемпо","Fly Agaric Records",0.6,0.487,11,-9.986,0,0.0274,0.157,0.423,0.153,0.337,120.004,4
spotify:track:7vt6A5Bax7GAGAG2RuC4tH,"Mozambique","Continents III","Elfenberg",2020-10-23,411363,37,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"трайбал-хаус,organic house,даунтемпо,афротек","Stil Vor Talent Records",0.805,0.424,10,-9.52,0,0.111,0.00446,0.486,0.0861,0.281,122,4
spotify:track:5W5yReDkiROArWbkqNHJWC,"Le retour en bateau","Azuro (Bande originale du film)","Kid Francescoli",2022-03-11,164000,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"французский инди-поп","Alter K",0.686,0.707,5,-9.093,1,0.0285,0.00479,0.79,0.0953,0.729,108,4
spotify:track:7bLbcnwdltIa6i1ebLAQlb,"Moon","Moon","Safe Tock",2021-04-01,176727,37,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","Safe Tock",0.691,0.303,1,-17.083,0,0.0393,0.215,0.933,0.112,0.372,109.986,4
spotify:track:10OXjUgE69KpdI3RHxFqHU,"Levelz","Levelz","Jamie Porteous",2020-12-01,386450,10,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Music For Dreams",0.808,0.549,8,-11.173,1,0.0575,0.454,0.858,0.153,0.647,114.018,4
spotify:track:7CKfPa2ELO0ROdaI5WyuRY,"Louis XIV - TÂCHES Remix","Coming Out of Hibernation","Zeitverschiebung;TÂCHES",2021-02-12,289666,41,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house","Muskox Records",0.813,0.712,8,-8.361,1,0.0406,0.073,0.798,0.0982,0.148,119.998,4
spotify:track:1LUrd2yfbNGl7BTKUophsB,"Summertime","Summertime","David Marston;Brigitte Zozula;Aquiles Navarro;Frano",2018-07-13,276610,37,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"джаз-хаус,экспериментальный джаз,ню-джаз,инди-джаз,фри-джаз","Kindness of Bearer Recordings",0.846,0.55,0,-7.865,1,0.0779,0.0101,0.286,0.202,0.364,118.015,4
spotify:track:4mOYIvz56YFnFHAHGWZkjy,"wehavetime (+)","wehavetime (+)","zodivk",2019-03-25,196363,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"lo-fi-хаус","zodivk",0.38,0.422,1,-11.087,0,0.266,0.794,0.00000257,0.2,0.308,175.412,4
spotify:track:0V0pHAfgJ8DhAMI2ra9LWL,"A Thousand Kisses Deep - Original Mix","A Thousand Kisses Deep","Deepanima",2015-06-22,546969,33,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Cotton Recordings",0.842,0.417,3,-14.1,1,0.0716,0.0265,0.789,0.08,0.462,120.013,4
spotify:track:1A2tDdYHsaMzcKKoW5r00D,"Premiere Classé","Music for Dreams Copenhagen 2015, Vol. 1","The Kenneth Bager Experience",2015-01-12,353054,20,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Music For Dreams",0.733,0.734,7,-6.099,0,0.0439,0.0382,0.892,0.0707,0.815,113.989,4
spotify:track:6Tpq3cpGJNIXocCx2BybFO,"Girl, Forever - 2022 Remaster","Girl, Forever","Satin Jackets",2022-04-01,443359,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Eskimo Recordings",0.747,0.618,7,-8.115,1,0.04,0.498,0.793,0.0825,0.0991,111.004,4
spotify:track:0sRojFMyCWiCXaMHD1lbLK,"Paradise On Earth","Paradise On Earth","Animal Feelings",2022-04-01,269765,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Sonder House",0.302,0.125,8,-15.786,1,0.0369,0.902,0.248,0.107,0.111,126.783,4
spotify:track:5SKQlsVC41xO7KLmAqqoij,"Bind","Colure","Howling;RY X;Frank Wiedemann",2020-07-24,252414,38,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"инди-фолк","Counter Records",0.699,0.762,1,-11.799,1,0.0462,0.242,0.5,0.14,0.492,114.996,4
spotify:track:7rBfJEoiTP9939Jaf1wsH4,"Lazy Sun","Lazy Sun","AN-2",2015-09-28,381430,31,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Theomatic Records",0.796,0.518,9,-10.592,0,0.0533,0.0388,0.8,0.397,0.775,121.013,4
spotify:track:6aAckF9aYS2sjMr3WjGumU,"Smile It's A New Day","Lonely Lover","Superpitcher",2021-06-04,605294,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"минимал-техно","Studio Barnhus",0.716,0.617,2,-10.774,1,0.035,0.429,0.867,0.0811,0.217,114.012,4
spotify:track:1Cq56gk7paifMfgdyIFkvO,"Café de Flore - Charles Webster's latin lovers mix","Hôtel Costes 4","Doctor Rockit",2001-09-20,399653,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"джаз-хаус","Pschent Music",0.727,0.579,1,-6.305,0,0.0358,0.00735,0.903,0.0907,0.326,121.997,4
spotify:track:0caUoX71D8MNwFagsN5QzF,"Teddy Acapulco","El Vono","Vono Box",2013-01-01,308013,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"электросвинг,ню-джаз,французский джаз,трип-хоп","Mana Mana Records",0.81,0.818,1,-8.557,1,0.0404,0.281,0.895,0.354,0.522,110.027,4
spotify:track:5ZBQUXiGZZ9Yzl2g074TuH,"India","Around the World","LeBuc",2019-11-29,310971,30,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"даунтемпо","Holy Smoke Records",0.581,0.404,0,-16,1,0.0311,0.802,0.865,0.0769,0.0612,99.982,4
spotify:track:6y3SznFBQEKLPbtY3kJn1f,"Bakasch Gode - Geplantes Nichtstun Remix","Paprikas","Zapjevala;Geplantes Nichtstun",2018-04-15,456786,31,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"даунтемпо,organic house","1506573 Records DK",0.795,0.396,4,-11.346,0,0.0532,0.00818,0.664,0.133,0.298,102.002,4
spotify:track:0NPiGxlnO3kjsAIp5Rg7W4,"If You Want Me","Profound Mysteries","Röyksopp;Susanne Sundfør",2022-04-29,339440,36,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"даунтемпо,электроника,трип-хоп,норвежский поп,арт-поп","Dog Triumph",0.198,0.423,8,-10.613,1,0.0366,0.339,0.00606,0.344,0.089,109.049,4
spotify:track:65MgSTqrw6NjHbUbqzvrmU,"Zaman Zaman","Zaman Zaman","Santi & Tuğçe",2022-04-15,442594,17,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,даунтемпо","Kybele Records",0.718,0.754,4,-9.311,0,0.0294,0.0561,0.493,0.102,0.301,109.987,4
spotify:track:0ROrutIzpWjX7P6IcJPQGQ,"The Secret Drums of Bwiti - Turu Anasi Remix","The Secret Drums of Bwiti","Nhii;Turu Anasi",2020-04-22,362884,40,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,даунтемпо,трайбал-хаус,мелодичный хаус","Cosmic Awakenings",0.834,0.741,7,-8.157,1,0.066,0.227,0.72,0.112,0.325,104.004,4
spotify:track:3tYOKwQBtYebD0XPbY2vQ6,"Riders On the Storm","Shallow and Profound","Yonderboi",2000-02-21,259106,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"трип-хоп,ню-джаз,даунтемпо","YONDERLAND",0.799,0.83,4,-7.107,0,0.0364,0.208,0.77,0.0997,0.667,105.999,4
spotify:track:1dFcdSELxmNkaM5ogrJeaA,"Last Drive","Let Love Rumpel (Part 1)","Kalabrese;Lapcat",2021-10-01,414733,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Rumpelmusig",0.893,0.5,6,-11.162,0,0.0517,0.0661,0.471,0.109,0.909,109.994,4
spotify:track:4z9sPhktCvNBP6BbEBWwwn,"September Rain","Sinewaves & Butterflies","351 Lake Shore Drive;Genius Jane",2016-08-05,243333,24,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","AmbianceMusic",0.677,0.651,2,-10.42,1,0.0438,0.405,0.695,0.12,0.453,90.12,4
spotify:track:0DjAeeP8WPeHnziOpUhZGJ,"La mer","La mer","Tour-Maubourg",2021-11-05,338173,4,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"джаз-хаус,lo-fi-хаус","BE Records & Allo Floride",0.806,0.552,10,-8.014,1,0.0708,0.314,0.847,0.1,0.55,107.01,4
spotify:track:11Phx4VBbPue0vWuT4U0NQ,"Kids Don't Lie - Remastered","Kids Don't Lie (Remastered)","Landhouse",2022-05-20,401684,1,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"даунтемпо,organic house,трайбал-хаус","Finebeatz",0.676,0.448,5,-8.911,1,0.0357,0.000988,0.806,0.131,0.12,104.01,4
spotify:track:7CRS4yQZALX2NdDk8brfJc,"Midnight","Night Out","Slackwax;Trinah",2013-07-05,305080,46,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-джаз,лаундж","Modernsoul",0.884,0.657,11,-7.676,0,0.064,0.511,0.44,0.0692,0.754,88.691,4
spotify:track:2byHp1CPNCnGFfPY8DWB2F,"Suite Serenade","Sun Glitter","Sven Van Hees",2021-06-30,185506,35,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж,даунтемпо,ню-джаз","Your Lips",0.552,0.6,5,-9.144,0,0.028,0.0161,0.863,0.629,0.492,77.014,4
spotify:track:4AM3TiQoCusLixYqdj5XI7,"I Can't Believe It's Over - 2nd Version","Flavour Country - EP","Bent",2005-09-14,309893,34,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"трип-хоп,даунтемпо","Ministry of Sound Recordings",0.619,0.923,8,-4.931,0,0.0431,0.0943,0.0423,0.356,0.963,104.978,4
spotify:track:1tGFDu1oOmkig2ly3DmosX,"Walk with the Dreamers","Healing Feeling","Laid Back",2019-05-03,258184,36,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Brother Music",0.941,0.384,9,-9.204,0,0.049,0.222,0.0929,0.107,0.741,112,4
spotify:track:1cyRoWGazsa8Vr5qlDfvPP,"Sodus","Barrow","Cemeteries",2015-07-27,398851,58,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"дрим-поп","Snowbeast Records",0.275,0.554,9,-11.168,1,0.0341,0.662,0.902,0.111,0.0946,123.459,4
spotify:track:78xokJ87ONCRYDUsycp0Ci,"Spinning Around","Al-Andaluz","Acoustic System",2007,220453,25,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"фламенко","Music Brokers",0.8,0.592,4,-11.648,0,0.0913,0.0373,0.423,0.0641,0.457,89.99,4
spotify:track:6tqFgyjeO4sec5zw26qLoi,"Inverno a Capri","La Perla Noir","Alberto Benati;Danilo Venturi",2006-08-28,254640,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"итало-диско","Milan Music",0.529,0.675,3,-7.694,0,0.0371,0.106,0.463,0.157,0.64,93.988,4
spotify:track:065EXR36jfQwLHOzIv6CqT,"Night Rain","Age of the Ego","Crazy P",2019-05-03,345176,50,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско,диско-хаус,фанки-хаус","Walk Don't Walk Limited",0.877,0.659,4,-7.255,0,0.0299,0.0279,0.000105,0.344,0.735,112.013,4
spotify:track:4hcP3YwcAC1uW6yQZKCZ8g,"Cobra","Sol","Sirens Of Lesbos",2020-11-06,241345,22,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"тропикал-хаус","Sirens Of Lesbos",0.767,0.592,10,-10.397,1,0.066,0.0995,0.732,0.464,0.555,97.966,4
spotify:track:4EzGllNoKaOQ5hSH9az8WL,"Fall In to Me","The Volume of the Light","Emanative;Liz Elensky;Ben Hadwen",2021-03-05,279706,22,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"инди-джаз,ню-джаз","Home Planet Recordings",0.812,0.345,5,-11.612,1,0.0509,0.615,0.271,0.0754,0.341,92.974,4
spotify:track:66cfNUF5BQPVfXJhWmTmC6,"I Still Hate Hate - Santiga Remix","I Still Hate Hate","Razzy Bailey",2012-10-22,418106,13,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"северный соул","disco:wax",0.746,0.576,7,-7.507,1,0.045,0.0046,0.592,0.104,0.495,111.394,4
spotify:track:60bkiRXq99frzh5viHeRb5,"Midnight Memories","Shaping Visions","Miguel Migs",2021-06-04,263571,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"дип-хаус,фанки-хаус,ню-диско","Soulfuric Deep",0.817,0.68,2,-9.233,1,0.0693,0.025,0.312,0.102,0.618,109.99,4
spotify:track:3d1MJtG9oOEraGLQ6xvmVb,"Jive - Soul Minority Jumeirah Beach Club Mix","Jive","K-Bana;Soul Minority",2011,631475,10,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"даб-техно,дип-хаус,ню-диско,фанки-хаус","Night Drive Music",0.805,0.832,1,-7.776,1,0.0548,0.00144,0.693,0.153,0.262,121.981,4
spotify:track:4Gwa9KIlsUOvgqcVopzJRV,"Girl, Forever","Panorama Pacifico","Satin Jackets",2016,442480,34,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Eskimo Recordings",0.747,0.66,9,-9.23,0,0.0378,0.436,0.88,0.094,0.0717,110.999,4
spotify:track:3NBweAfNWhU9Zu1xDLHAR8,"My Everything","My Everything","Kutiman;Dekel",2022-07-13,238577,23,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Siyal Music",0.594,0.553,7,-5.968,0,0.0254,0.112,0.000848,0.0998,0.537,110.024,4
spotify:track:35Fsgk4FiNefQ8LxM6bYtW,"Djelem Djelem","Djelem Djelem","Satori;Esma Redžepova-Teodosievska",2022-07-01,505454,17,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,трайбал-хаус,даунтемпо","Maktub Records",0.567,0.757,2,-8.138,0,0.0452,0.000296,0.337,0.122,0.0335,123.003,4
spotify:track:65R3Cog83EmmAqVLRTxxMR,"Kiss Me Kitty Cat","20 Years Dope Noir - Green Album","Waldeck;Zeebee",2022-06-24,184320,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"электросвинг,ню-джаз,трип-хоп,даунтемпо,свинг,танго","Dope Noir Records",0.735,0.717,2,-9.524,1,0.0753,0.0569,0.314,0.106,0.572,180.021,4
spotify:track:572SxDmw24spq3eWPQclmA,"Super Barrio","Milchbar - Seaside Season 13","Begin",2021-04-09,305434,32,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Soundcolours",0.781,0.566,9,-9.093,1,0.04,0.111,0.925,0.12,0.823,99.991,4
spotify:track:7LTpwZbsZYnK0xnFSfnfxc,"Let's Get It Right - Edit","Let's Get It Right","Röyksopp;Astrid S",2022-07-27,199894,18,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"даунтемпо,электроника,трип-хоп,норвежский поп","Dog Triumph",0.57,0.741,4,-8.856,0,0.177,0.103,0.81,0.225,0.499,193.954,4
spotify:track:2DJcNWakQKl1VICB5tkFSj,"Lujon","Lujon","Dan Fontaine",2019-02-08,251721,32,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Dan Fontaine",0.549,0.42,3,-6.5,0,0.0245,0.524,0.921,0.101,0.217,100.969,4
spotify:track:6pAVoJx03ELm0RueOE8G1H,"Oh La La","Never Give Up","Gold Lounge",2020-05-01,272706,29,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","SINE MUSIC",0.685,0.834,9,-6.367,0,0.0379,0.00626,0.888,0.441,0.544,98.994,4
spotify:track:136hkLXHOOXkC0lI5RKBYb,"Forever Always - Turbotito Sunset Dub","Forever Always feat. Kimchii (Turbotito Sunset Dub)","Nicolaas;Kimchii;Turbotito",2021-10-29,277035,32,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","How Do You Are? / Too Slow To Disco",0.66,0.91,7,-6.913,0,0.0304,0.236,0.866,0.0664,0.961,104.014,4
spotify:track:6vIFbpGYTdDII0fRV9Njkn,"Castanias","Kermesse","Kermesse",2018-11-23,346815,31,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,даунтемпо,трайбал-хаус","The Magic Movement",0.716,0.521,2,-12.368,0,0.054,0.23,0.877,0.07,0.449,102.996,4
spotify:track:5HWnXVVdakhKQKTGuiU5I9,"Take Me Home - Medsound Remix","Tales From Snowland","KLar & PF;Diana Di;Medsound",2018-03-19,348571,31,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско,фанки-хаус,синт-вейв","Beach Lounge Records",0.845,0.456,2,-10.85,1,0.0969,0.0403,0.533,0.0419,0.637,105.016,4
spotify:track:29J64sNGYgtbm8reJXHerJ,"Lesson 1 - The Legendary 1979 Orchestra Remix","Lesson 1","L'Equipe Du Son;The Legendary 1979 Orchestra",2011-12-05,454902,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско,синт-вейв,французский хаус","Silhouette Music",0.805,0.724,5,-7.913,0,0.0348,0.00319,0.142,0.0932,0.84,109.979,4
spotify:track:4mV0CEw8t44350sJx0nLIV,"I Wanna Dance (at the Nightclub)","I Wanna Dance (at the Nightclub)","TÂCHES",2022-09-02,283278,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house","GLITTER COWBOY",0.806,0.421,11,-8.523,0,0.0543,0.046,0.808,0.0961,0.524,122.017,4
spotify:track:1KFTIfSkf7PLJmKR4NJFoN,"Nuwe Reen - Mass Digital Remix","Nuwe Reen","Ben Tov;Gerry Liberty;Mass Digital",2021-06-18,512145,27,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,мелодичный хаус","Harabe Lab",0.899,0.615,6,-8.47,0,0.0615,0.00446,0.856,0.0664,0.447,120.004,4
spotify:track:2fTPtN2BkkHDwAbNV4W0ky,"Mamma Birjuida","Matala","Turu Anasi",2020-05-05,429993,31,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,даунтемпо","Pipe & Pochet",0.798,0.563,7,-9.229,1,0.0585,0.237,0.89,0.369,0.333,99.985,4
spotify:track:2DfzKWwhW2zPSWKilozwDR,"Familiar Feeling - Martin Buttrich Remix (Edit)","All Back to the Mine: Volume II - A Collection of Remixes","Moloko;Martin Buttrich",2016-11-11,288639,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"трип-хоп,минимал-техно","Echo",0.787,0.627,4,-7.629,0,0.0455,0.0039,0.00221,0.0319,0.96,126.993,4
spotify:track:5AorBoAO3vuEgthH29Y2u5,"Heaven","XFT II","Xaver Fischer Trio",2000-07-10,234453,21,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-джаз,эйсид-джаз,джаз-фьюжн","Unique Records",0.602,0.367,10,-17.375,0,0.0432,0.875,0.757,0.168,0.752,104.353,4
spotify:track:4xmHBjp6OT0zphCWlyVFIF,"Ritmo Contínuo","Ritmo Contínuo","Smokedbeat",2019-11-15,172307,35,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"джазовые ритмы,lo-fi-ритмы,трип-хоп,джаз-рэп,ню-джаз","Cookie Records",0.767,0.804,9,-11.362,0,0.0551,0.373,0.796,0.117,0.922,78.009,4
spotify:track:7FQB2PsLzAOYefRGpsTr5k,"Dancing Shoes","Old Streets","Benoit & Sergio",2015-11-13,501859,30,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Soul Clap Records",0.846,0.451,9,-9.963,0,0.0596,0.485,0.755,0.0906,0.667,124.994,4
